A,B,C,D,Result
84,100,56,72,0.65333
84,100,56,84,0.56000
84,100,56,86,0.54698
84,100,56,96,0.49000
84,100,56,100,0.47040
84,100,64,24,2.24000
84,100,64,28,1.92000
84,100,64,32,1.68000
84,100,64,40,1.34400
84,100,64,44,1.22182
84,100,64,48,1.12000
84,100,64,56,0.96000
84,100,64,64,0.84000
84,100,64,72,0.74667
84,100,64,84,0.64000
84,100,64,86,0.62512
84,100,64,96,0.56000
84,100,64,100,0.53760
84,100,72,24,2.52000
84,100,72,28,2.16000
84,100,72,32,1.89000
84,100,72,40,1.51200
84,100,72,44,1.37455
84,100,72,48,1.26000
84,100,72,56,1.08000
84,100,72,64,0.94500
84,100,72,72,0.84000
84,100,72,84,0.72000
84,100,72,86,0.70326
84,100,72,96,0.63000
84,100,72,100,0.60480
84,100,84,24,2.94000
84,100,84,28,2.52000
84,100,84,32,2.20500
84,100,84,40,1.76400
84,100,84,44,1.60364
84,100,84,48,1.47000
84,100,84,56,1.26000
84,100,84,64,1.10250
84,100,84,72,0.98000
84,100,84,84,0.84000
84,100,84,86,0.82047
84,100,84,96,0.73500
84,100,84,100,0.70560
84,100,86,24,3.01000
84,100,86,28,2.58000
84,100,86,32,2.25750
84,100,86,40,1.80600
84,100,86,44,1.64182
84,100,86,48,1.50500
84,100,86,56,1.29000
84,100,86,64,1.12875
84,100,86,72,1.00333
84,100,86,84,0.86000
84,100,86,86,0.84000
84,100,86,96,0.75250
84,100,86,100,0.72240
84,100,96,24,3.36000
84,100,96,28,2.88000
84,100,96,32,2.52000
84,100,96,40,2.01600
84,100,96,44,1.83273
84,100,96,48,1.68000
84,100,96,56,1.44000
84,100,96,64,1.26000
84,100,96,72,1.12000
84,100,96,84,0.96000
84,100,96,86,0.93767
84,100,96,96,0.84000
84,100,96,100,0.80640
84,100,100,24,3.50000
84,100,100,28,3.00000
84,100,100,32,2.62500
84,100,100,40,2.10000
84,100,100,44,1.90909
84,100,100,48,1.75000
84,100,100,56,1.50000
84,100,100,64,1.31250
84,100,100,72,1.16667
84,100,100,84,1.00000
84,100,100,86,0.97674
84,100,100,96,0.87500
84,100,100,100,0.84000
86,24,24,24,3.58333
86,24,24,28,3.07143
86,24,24,32,2.68750
86,24,24,40,2.15000
86,24,24,44,1.95455
86,24,24,48,1.79167
86,24,24,56,1.53571
86,24,24,64,1.34375
86,24,24,72,1.19444
86,24,24,84,1.02381
86,24,24,86,1.00000
86,24,24,96,0.89583
86,24,24,100,0.86000
86,24,28,24,4.18056
86,24,28,28,3.58333
86,24,28,32,3.13542
86,24,28,40,2.50833
86,24,28,44,2.28030
86,24,28,48,2.09028
86,24,28,56,1.79167
86,24,28,64,1.56771
86,24,28,72,1.39352
86,24,28,84,1.19444
86,24,28,86,1.16667
86,24,28,96,1.04514
86,24,28,100,1.00333
86,24,32,24,4.77778
86,24,32,28,4.09524
86,24,32,32,3.58333
86,24,32,40,2.86667
86,24,32,44,2.60606
86,24,32,48,2.38889
86,24,32,56,2.04762
86,24,32,64,1.79167
86,24,32,72,1.59259
86,24,32,84,1.36508
86,24,32,86,1.33333
86,24,32,96,1.19444
86,24,32,100,1.14667
86,24,40,24,5.97222
86,24,40,28,5.11905
86,24,40,32,4.47917
86,24,40,40,3.58333
86,24,40,44,3.25758
86,24,40,48,2.98611
86,24,40,56,2.55952
86,24,40,64,2.23958
86,24,40,72,1.99074
86,24,40,84,1.70635
86,24,40,86,1.66667
86,24,40,96,1.49306
86,24,40,100,1.43333
86,24,44,24,6.56944
86,24,44,28,5.63095
86,24,44,32,4.92708
86,24,44,40,3.94167
86,24,44,44,3.58333
86,24,44,48,3.28472
86,24,44,56,2.81548
86,24,44,64,2.46354
86,24,44,72,2.18981
86,24,44,84,1.87698
86,24,44,86,1.83333
86,24,44,96,1.64236
86,24,44,100,1.57667
86,24,48,24,7.16667
86,24,48,28,6.14286
86,24,48,32,5.37500
86,24,48,40,4.30000
86,24,48,44,3.90909
86,24,48,48,3.58333
86,24,48,56,3.07143
86,24,48,64,2.68750
86,24,48,72,2.38889
86,24,48,84,2.04762
86,24,48,86,2.00000
86,24,48,96,1.79167
86,24,48,100,1.72000
86,24,56,24,8.36111
86,24,56,28,7.16667
86,24,56,32,6.27083
86,24,56,40,5.01667
86,24,56,44,4.56061
86,24,56,48,4.18056
86,24,56,56,3.58333
86,24,56,64,3.13542
86,24,56,72,2.78704
86,24,56,84,2.38889
86,24,56,86,2.33333
86,24,56,96,2.09028
86,24,56,100,2.00667
86,24,64,24,9.55556
86,24,64,28,8.19048
86,24,64,32,7.16667
86,24,64,40,5.73333
86,24,64,44,5.21212
86,24,64,48,4.77778
86,24,64,56,4.09524
86,24,64,64,3.58333
86,24,64,72,3.18519
86,24,64,84,2.73016
86,24,64,86,2.66667
86,24,64,96,2.38889
86,24,64,100,2.29333
86,24,72,24,10.75000
86,24,72,28,9.21429
86,24,72,32,8.06250
86,24,72,40,6.45000
86,24,72,44,5.86364
86,24,72,48,5.37500
86,24,72,56,4.60714
86,24,72,64,4.03125
86,24,72,72,3.58333
86,24,72,84,3.07143
86,24,72,86,3.00000
86,24,72,96,2.68750
86,24,72,100,2.58000
86,24,84,24,12.54167
86,24,84,28,10.75000
86,24,84,32,9.40625
86,24,84,40,7.52500
86,24,84,44,6.84091
86,24,84,48,6.27083
86,24,84,56,5.37500
86,24,84,64,4.70313
86,24,84,72,4.18056
86,24,84,84,3.58333
86,24,84,86,3.50000
86,24,84,96,3.13542
86,24,84,100,3.01000
86,24,86,24,12.84028
86,24,86,28,11.00595
86,24,86,32,9.63021
86,24,86,40,7.70417
86,24,86,44,7.00379
86,24,86,48,6.42014
86,24,86,56,5.50298
86,24,86,64,4.81510
86,24,86,72,4.28009
86,24,86,84,3.66865
86,24,86,86,3.58333
86,24,86,96,3.21007
86,24,86,100,3.08167
86,24,96,24,14.33333
86,24,96,28,12.28571
86,24,96,32,10.75000
86,24,96,40,8.60000
86,24,96,44,7.81818
86,24,96,48,7.16667
86,24,96,56,6.14286
86,24,96,64,5.37500
86,24,96,72,4.77778
86,24,96,84,4.09524
86,24,96,86,4.00000
86,24,96,96,3.58333
86,24,96,100,3.44000
86,24,100,24,14.93056
86,24,100,28,12.79762
86,24,100,32,11.19792
86,24,100,40,8.95833
86,24,100,44,8.14394
86,24,100,48,7.46528
86,24,100,56,6.39881
86,24,100,64,5.59896
86,24,100,72,4.97685
86,24,100,84,4.26587
86,24,100,86,4.16667
86,24,100,96,3.73264
86,24,100,100,3.58333
86,28,24,24,3.07143
86,28,24,28,2.63265
86,28,24,32,2.30357
86,28,24,40,1.84286
86,28,24,44,1.67532
86,28,24,48,1.53571
86,28,24,56,1.31633
86,28,24,64,1.15179
86,28,24,72,1.02381
86,28,24,84,0.87755
86,28,24,86,0.85714
86,28,24,96,0.76786
86,28,24,100,0.73714
86,28,28,24,3.58333
86,28,28,28,3.07143
86,28,28,32,2.68750
86,28,28,40,2.15000
86,28,28,44,1.95455
86,28,28,48,1.79167
86,28,28,56,1.53571
86,28,28,64,1.34375
86,28,28,72,1.19444
86,28,28,84,1.02381
86,28,28,86,1.00000
86,28,28,96,0.89583
86,28,28,100,0.86000
86,28,32,24,4.09524
86,28,32,28,3.51020
86,28,32,32,3.07143
86,28,32,40,2.45714
86,28,32,44,2.23377
86,28,32,48,2.04762
86,28,32,56,1.75510
86,28,32,64,1.53571
86,28,32,72,1.36508
86,28,32,84,1.17007
86,28,32,86,1.14286
86,28,32,96,1.02381
86,28,32,100,0.98286
86,28,40,24,5.11905
86,28,40,28,4.38776
86,28,40,32,3.83929
86,28,40,40,3.07143
86,28,40,44,2.79221
86,28,40,48,2.55952
86,28,40,56,2.19388
86,28,40,64,1.91964
86,28,40,72,1.70635
86,28,40,84,1.46259
86,28,40,86,1.42857
86,28,40,96,1.27976
86,28,40,100,1.22857
86,28,44,24,5.63095
86,28,44,28,4.82653
86,28,44,32,4.22321
86,28,44,40,3.37857
86,28,44,44,3.07143
86,28,44,48,2.81548
86,28,44,56,2.41327
86,28,44,64,2.11161
86,28,44,72,1.87698
86,28,44,84,1.60884
86,28,44,86,1.57143
86,28,44,96,1.40774
86,28,44,100,1.35143
86,28,48,24,6.14286
86,28,48,28,5.26531
86,28,48,32,4.60714
86,28,48,40,3.68571
86,28,48,44,3.35065
86,28,48,48,3.07143
86,28,48,56,2.63265
86,28,48,64,2.30357
86,28,48,72,2.04762
86,28,48,84,1.75510
86,28,48,86,1.71429
86,28,48,96,1.53571
86,28,48,100,1.47429
86,28,56,24,7.16667
86,28,56,28,6.14286
86,28,56,32,5.37500
86,28,56,40,4.30000
86,28,56,44,3.90909
86,28,56,48,3.58333
86,28,56,56,3.07143
86,28,56,64,2.68750
86,28,56,72,2.38889
86,28,56,84,2.04762
86,28,56,86,2.00000
86,28,56,96,1.79167
86,28,56,100,1.72000
86,28,64,24,8.19048
86,28,64,28,7.02041
86,28,64,32,6.14286
86,28,64,40,4.91429
86,28,64,44,4.46753
86,28,64,48,4.09524
86,28,64,56,3.51020
86,28,64,64,3.07143
86,28,64,72,2.73016
86,28,64,84,2.34014
86,28,64,86,2.28571
86,28,64,96,2.04762
86,28,64,100,1.96571
86,28,72,24,9.21429
86,28,72,28,7.89796
86,28,72,32,6.91071
86,28,72,40,5.52857
86,28,72,44,5.02597
86,28,72,48,4.60714
86,28,72,56,3.94898
86,28,72,64,3.45536
86,28,72,72,3.07143
86,28,72,84,2.63265
86,28,72,86,2.57143
86,28,72,96,2.30357
86,28,72,100,2.21143
86,28,84,24,10.75000
86,28,84,28,9.21429
86,28,84,32,8.06250
86,28,84,40,6.45000
86,28,84,44,5.86364
86,28,84,48,5.37500
86,28,84,56,4.60714
86,28,84,64,4.03125
86,28,84,72,3.58333
86,28,84,84,3.07143
86,28,84,86,3.00000
86,28,84,96,2.68750
86,28,84,100,2.58000
86,28,86,24,11.00595
86,28,86,28,9.43367
86,28,86,32,8.25446
86,28,86,40,6.60357
86,28,86,44,6.00325
86,28,86,48,5.50298
86,28,86,56,4.71684
86,28,86,64,4.12723
86,28,86,72,3.66865
86,28,86,84,3.14456
86,28,86,86,3.07143
86,28,86,96,2.75149
86,28,86,100,2.64143
86,28,96,24,12.28571
86,28,96,28,10.53061
86,28,96,32,9.21429
86,28,96,40,7.37143
86,28,96,44,6.70130
86,28,96,48,6.14286
86,28,96,56,5.26531
86,28,96,64,4.60714
86,28,96,72,4.09524
86,28,96,84,3.51020
86,28,96,86,3.42857
86,28,96,96,3.07143
86,28,96,100,2.94857
86,28,100,24,12.79762
86,28,100,28,10.96939
86,28,100,32,9.59821
86,28,100,40,7.67857
86,28,100,44,6.98052
86,28,100,48,6.39881
86,28,100,56,5.48469
86,28,100,64,4.79911
86,28,100,72,4.26587
86,28,100,84,3.65646
86,28,100,86,3.57143
86,28,100,96,3.19940
86,28,100,100,3.07143
86,32,24,24,2.68750
86,32,24,28,2.30357
86,32,24,32,2.01563
86,32,24,40,1.61250
86,32,24,44,1.46591
86,32,24,48,1.34375
86,32,24,56,1.15179
86,32,24,64,1.00781
86,32,24,72,0.89583
86,32,24,84,0.76786
86,32,24,86,0.75000
86,32,24,96,0.67188
86,32,24,100,0.64500
86,32,28,24,3.13542
86,32,28,28,2.68750
86,32,28,32,2.35156
86,32,28,40,1.88125
86,32,28,44,1.71023
86,32,28,48,1.56771
86,32,28,56,1.34375
86,32,28,64,1.17578
86,32,28,72,1.04514
86,32,28,84,0.89583
86,32,28,86,0.87500
86,32,28,96,0.78385
86,32,28,100,0.75250
86,32,32,24,3.58333
86,32,32,28,3.07143
86,32,32,32,2.68750
86,32,32,40,2.15000
86,32,32,44,1.95455
86,32,32,48,1.79167
86,32,32,56,1.53571
86,32,32,64,1.34375
86,32,32,72,1.19444
86,32,32,84,1.02381
86,32,32,86,1.00000
86,32,32,96,0.89583
86,32,32,100,0.86000
86,32,40,24,4.47917
86,32,40,28,3.83929
86,32,40,32,3.35938
86,32,40,40,2.68750
86,32,40,44,2.44318
86,32,40,48,2.23958
86,32,40,56,1.91964
86,32,40,64,1.67969
86,32,40,72,1.49306
86,32,40,84,1.27976
86,32,40,86,1.25000
86,32,40,96,1.11979
86,32,40,100,1.07500
86,32,44,24,4.92708
86,32,44,28,4.22321
86,32,44,32,3.69531
86,32,44,40,2.95625
86,32,44,44,2.68750
86,32,44,48,2.46354
86,32,44,56,2.11161
86,32,44,64,1.84766
86,32,44,72,1.64236
86,32,44,84,1.40774
86,32,44,86,1.37500
86,32,44,96,1.23177
86,32,44,100,1.18250
86,32,48,24,5.37500
86,32,48,28,4.60714
86,32,48,32,4.03125
86,32,48,40,3.22500
86,32,48,44,2.93182
86,32,48,48,2.68750
86,32,48,56,2.30357
86,32,48,64,2.01563
86,32,48,72,1.79167
86,32,48,84,1.53571
86,32,48,86,1.50000
86,32,48,96,1.34375
86,32,48,100,1.29000
86,32,56,24,6.27083
86,32,56,28,5.37500
86,32,56,32,4.70313
86,32,56,40,3.76250
86,32,56,44,3.42045
86,32,56,48,3.13542
86,32,56,56,2.68750
86,32,56,64,2.35156
86,32,56,72,2.09028
86,32,56,84,1.79167
86,32,56,86,1.75000
86,32,56,96,1.56771
86,32,56,100,1.50500
86,32,64,24,7.16667
86,32,64,28,6.14286
86,32,64,32,5.37500
86,32,64,40,4.30000
86,32,64,44,3.90909
86,32,64,48,3.58333
86,32,64,56,3.07143
86,32,64,64,2.68750
86,32,64,72,2.38889
86,32,64,84,2.04762
86,32,64,86,2.00000
86,32,64,96,1.79167
86,32,64,100,1.72000
86,32,72,24,8.06250
86,32,72,28,6.91071
86,32,72,32,6.04688
86,32,72,40,4.83750
86,32,72,44,4.39773
86,32,72,48,4.03125
86,32,72,56,3.45536
86,32,72,64,3.02344
86,32,72,72,2.68750
86,32,72,84,2.30357
86,32,72,86,2.25000
86,32,72,96,2.01563
86,32,72,100,1.93500
86,32,84,24,9.40625
86,32,84,28,8.06250
86,32,84,32,7.05469
86,32,84,40,5.64375
86,32,84,44,5.13068
86,32,84,48,4.70313
86,32,84,56,4.03125
86,32,84,64,3.52734
86,32,84,72,3.13542
86,32,84,84,2.68750
86,32,84,86,2.62500
86,32,84,96,2.35156
86,32,84,100,2.25750
86,32,86,24,9.63021
86,32,86,28,8.25446
86,32,86,32,7.22266
86,32,86,40,5.77813
86,32,86,44,5.25284
86,32,86,48,4.81510
86,32,86,56,4.12723
86,32,86,64,3.61133
86,32,86,72,3.21007
86,32,86,84,2.75149
86,32,86,86,2.68750
86,32,86,96,2.40755
86,32,86,100,2.31125
86,32,96,24,10.75000
86,32,96,28,9.21429
86,32,96,32,8.06250
86,32,96,40,6.45000
86,32,96,44,5.86364
86,32,96,48,5.37500
86,32,96,56,4.60714
86,32,96,64,4.03125
86,32,96,72,3.58333
86,32,96,84,3.07143
86,32,96,86,3.00000
86,32,96,96,2.68750
86,32,96,100,2.58000
86,32,100,24,11.19792
86,32,100,28,9.59821
86,32,100,32,8.39844
86,32,100,40,6.71875
86,32,100,44,6.10795
86,32,100,48,5.59896
86,32,100,56,4.79911
86,32,100,64,4.19922
86,32,100,72,3.73264
86,32,100,84,3.19940
86,32,100,86,3.12500
86,32,100,96,2.79948
86,32,100,100,2.68750
86,40,24,24,2.15000
86,40,24,28,1.84286
86,40,24,32,1.61250
86,40,24,40,1.29000
86,40,24,44,1.17273
86,40,24,48,1.07500
86,40,24,56,0.92143
86,40,24,64,0.80625
86,40,24,72,0.71667
86,40,24,84,0.61429
86,40,24,86,0.60000
86,40,24,96,0.53750
86,40,24,100,0.51600
86,40,28,24,2.50833
86,40,28,28,2.15000
86,40,28,32,1.88125
86,40,28,40,1.50500
86,40,28,44,1.36818
86,40,28,48,1.25417
86,40,28,56,1.07500
86,40,28,64,0.94063
86,40,28,72,0.83611
86,40,28,84,0.71667
86,40,28,86,0.70000
86,40,28,96,0.62708
86,40,28,100,0.60200
86,40,32,24,2.86667
86,40,32,28,2.45714
86,40,32,32,2.15000
86,40,32,40,1.72000
86,40,32,44,1.56364
86,40,32,48,1.43333
86,40,32,56,1.22857
86,40,32,64,1.07500
86,40,32,72,0.95556
86,40,32,84,0.81905
86,40,32,86,0.80000
86,40,32,96,0.71667
86,40,32,100,0.68800
86,40,40,24,3.58333
86,40,40,28,3.07143
86,40,40,32,2.68750
86,40,40,40,2.15000
86,40,40,44,1.95455
86,40,40,48,1.79167
86,40,40,56,1.53571
86,40,40,64,1.34375
86,40,40,72,1.19444
86,40,40,84,1.02381
86,40,40,86,1.00000
86,40,40,96,0.89583
86,40,40,100,0.86000
86,40,44,24,3.94167
86,40,44,28,3.37857
86,40,44,32,2.95625
86,40,44,40,2.36500
86,40,44,44,2.15000
86,40,44,48,1.97083
86,40,44,56,1.68929
86,40,44,64,1.47813
86,40,44,72,1.31389
86,40,44,84,1.12619
86,40,44,86,1.10000
86,40,44,96,0.98542
86,40,44,100,0.94600
86,40,48,24,4.30000
86,40,48,28,3.68571
86,40,48,32,3.22500
86,40,48,40,2.58000
86,40,48,44,2.34545
86,40,48,48,2.15000
86,40,48,56,1.84286
86,40,48,64,1.61250
86,40,48,72,1.43333
86,40,48,84,1.22857
86,40,48,86,1.20000
86,40,48,96,1.07500
86,40,48,100,1.03200
86,40,56,24,5.01667
86,40,56,28,4.30000
86,40,56,32,3.76250
86,40,56,40,3.01000
86,40,56,44,2.73636
86,40,56,48,2.50833
86,40,56,56,2.15000
86,40,56,64,1.88125
86,40,56,72,1.67222
86,40,56,84,1.43333
86,40,56,86,1.40000
86,40,56,96,1.25417
86,40,56,100,1.20400
86,40,64,24,5.73333
86,40,64,28,4.91429
86,40,64,32,4.30000
86,40,64,40,3.44000
86,40,64,44,3.12727
86,40,64,48,2.86667
86,40,64,56,2.45714
86,40,64,64,2.15000
86,40,64,72,1.91111
86,40,64,84,1.63810
86,40,64,86,1.60000
86,40,64,96,1.43333
86,40,64,100,1.37600
86,40,72,24,6.45000
86,40,72,28,5.52857
86,40,72,32,4.83750
86,40,72,40,3.87000
86,40,72,44,3.51818
86,40,72,48,3.22500
86,40,72,56,2.76429
86,40,72,64,2.41875
86,40,72,72,2.15000
86,40,72,84,1.84286
86,40,72,86,1.80000
86,40,72,96,1.61250
86,40,72,100,1.54800
86,40,84,24,7.52500
86,40,84,28,6.45000
86,40,84,32,5.64375
86,40,84,40,4.51500
86,40,84,44,4.10455
86,40,84,48,3.76250
86,40,84,56,3.22500
86,40,84,64,2.82188
86,40,84,72,2.50833
86,40,84,84,2.15000
86,40,84,86,2.10000
86,40,84,96,1.88125
86,40,84,100,1.80600
86,40,86,24,7.70417
86,40,86,28,6.60357
86,40,86,32,5.77813
86,40,86,40,4.62250
86,40,86,44,4.20227
86,40,86,48,3.85208
86,40,86,56,3.30179
86,40,86,64,2.88906
86,40,86,72,2.56806
86,40,86,84,2.20119
86,40,86,86,2.15000
86,40,86,96,1.92604
86,40,86,100,1.84900
86,40,96,24,8.60000
86,40,96,28,7.37143
86,40,96,32,6.45000
86,40,96,40,5.16000
86,40,96,44,4.69091
86,40,96,48,4.30000
86,40,96,56,3.68571
86,40,96,64,3.22500
86,40,96,72,2.86667
86,40,96,84,2.45714
86,40,96,86,2.40000
86,40,96,96,2.15000
86,40,96,100,2.06400
86,40,100,24,8.95833
86,40,100,28,7.67857
86,40,100,32,6.71875
86,40,100,40,5.37500
86,40,100,44,4.88636
86,40,100,48,4.47917
86,40,100,56,3.83929
86,40,100,64,3.35938
86,40,100,72,2.98611
86,40,100,84,2.55952
86,40,100,86,2.50000
86,40,100,96,2.23958
86,40,100,100,2.15000
86,44,24,24,1.95455
86,44,24,28,1.67532
86,44,24,32,1.46591
86,44,24,40,1.17273
86,44,24,44,1.06612
86,44,24,48,0.97727
86,44,24,56,0.83766
86,44,24,64,0.73295
86,44,24,72,0.65152
86,44,24,84,0.55844
86,44,24,86,0.54545
86,44,24,96,0.48864
86,44,24,100,0.46909
86,44,28,24,2.28030
86,44,28,28,1.95455
86,44,28,32,1.71023
86,44,28,40,1.36818
86,44,28,44,1.24380
86,44,28,48,1.14015
86,44,28,56,0.97727
86,44,28,64,0.85511
86,44,28,72,0.76010
86,44,28,84,0.65152
86,44,28,86,0.63636
86,44,28,96,0.57008
86,44,28,100,0.54727
86,44,32,24,2.60606
86,44,32,28,2.23377
86,44,32,32,1.95455
86,44,32,40,1.56364
86,44,32,44,1.42149
86,44,32,48,1.30303
86,44,32,56,1.11688
86,44,32,64,0.97727
86,44,32,72,0.86869
86,44,32,84,0.74459
86,44,32,86,0.72727
86,44,32,96,0.65152
86,44,32,100,0.62545
86,44,40,24,3.25758
86,44,40,28,2.79221
86,44,40,32,2.44318
86,44,40,40,1.95455
86,44,40,44,1.77686
86,44,40,48,1.62879
86,44,40,56,1.39610
86,44,40,64,1.22159
86,44,40,72,1.08586
86,44,40,84,0.93074
86,44,40,86,0.90909
86,44,40,96,0.81439
86,44,40,100,0.78182
86,44,44,24,3.58333
86,44,44,28,3.07143
86,44,44,32,2.68750
86,44,44,40,2.15000
86,44,44,44,1.95455
86,44,44,48,1.79167
86,44,44,56,1.53571
86,44,44,64,1.34375
86,44,44,72,1.19444
86,44,44,84,1.02381
86,44,44,86,1.00000
86,44,44,96,0.89583
86,44,44,100,0.86000
86,44,48,24,3.90909
86,44,48,28,3.35065
86,44,48,32,2.93182
86,44,48,40,2.34545
86,44,48,44,2.13223
86,44,48,48,1.95455
86,44,48,56,1.67532
86,44,48,64,1.46591
86,44,48,72,1.30303
86,44,48,84,1.11688
86,44,48,86,1.09091
86,44,48,96,0.97727
86,44,48,100,0.93818
86,44,56,24,4.56061
86,44,56,28,3.90909
86,44,56,32,3.42045
86,44,56,40,2.73636
86,44,56,44,2.48760
86,44,56,48,2.28030
86,44,56,56,1.95455
86,44,56,64,1.71023
86,44,56,72,1.52020
86,44,56,84,1.30303
86,44,56,86,1.27273
86,44,56,96,1.14015
86,44,56,100,1.09455
86,44,64,24,5.21212
86,44,64,28,4.46753
86,44,64,32,3.90909
86,44,64,40,3.12727
86,44,64,44,2.84298
86,44,64,48,2.60606
86,44,64,56,2.23377
86,44,64,64,1.95455
86,44,64,72,1.73737
86,44,64,84,1.48918
86,44,64,86,1.45455
86,44,64,96,1.30303
86,44,64,100,1.25091
86,44,72,24,5.86364
86,44,72,28,5.02597
86,44,72,32,4.39773
86,44,72,40,3.51818
86,44,72,44,3.19835
86,44,72,48,2.93182
86,44,72,56,2.51299
86,44,72,64,2.19886
86,44,72,72,1.95455
86,44,72,84,1.67532
86,44,72,86,1.63636
86,44,72,96,1.46591
86,44,72,100,1.40727
86,44,84,24,6.84091
86,44,84,28,5.86364
86,44,84,32,5.13068
86,44,84,40,4.10455
86,44,84,44,3.73140
86,44,84,48,3.42045
86,44,84,56,2.93182
86,44,84,64,2.56534
86,44,84,72,2.28030
86,44,84,84,1.95455
86,44,84,86,1.90909
86,44,84,96,1.71023
86,44,84,100,1.64182
86,44,86,24,7.00379
86,44,86,28,6.00325
86,44,86,32,5.25284
86,44,86,40,4.20227
86,44,86,44,3.82025
86,44,86,48,3.50189
86,44,86,56,3.00162
86,44,86,64,2.62642
86,44,86,72,2.33460
86,44,86,84,2.00108
86,44,86,86,1.95455
86,44,86,96,1.75095
86,44,86,100,1.68091
86,44,96,24,7.81818
86,44,96,28,6.70130
86,44,96,32,5.86364
86,44,96,40,4.69091
86,44,96,44,4.26446
86,44,96,48,3.90909
86,44,96,56,3.35065
86,44,96,64,2.93182
86,44,96,72,2.60606
86,44,96,84,2.23377
86,44,96,86,2.18182
86,44,96,96,1.95455
86,44,96,100,1.87636
86,44,100,24,8.14394
86,44,100,28,6.98052
86,44,100,32,6.10795
86,44,100,40,4.88636
86,44,100,44,4.44215
86,44,100,48,4.07197
86,44,100,56,3.49026
86,44,100,64,3.05398
86,44,100,72,2.71465
86,44,100,84,2.32684
86,44,100,86,2.27273
86,44,100,96,2.03598
86,44,100,100,1.95455
86,48,24,24,1.79167
86,48,24,28,1.53571
86,48,24,32,1.34375
86,48,24,40,1.07500
86,48,24,44,0.97727
86,48,24,48,0.89583
86,48,24,56,0.76786
86,48,24,64,0.67188
86,48,24,72,0.59722
86,48,24,84,0.51190
86,48,24,86,0.50000
86,48,24,96,0.44792
86,48,24,100,0.43000
86,48,28,24,2.09028
86,48,28,28,1.79167
86,48,28,32,1.56771
86,48,28,40,1.25417
86,48,28,44,1.14015
86,48,28,48,1.04514
86,48,28,56,0.89583
86,48,28,64,0.78385
86,48,28,72,0.69676
86,48,28,84,0.59722
86,48,28,86,0.58333
86,48,28,96,0.52257
86,48,28,100,0.50167
86,48,32,24,2.38889
86,48,32,28,2.04762
86,48,32,32,1.79167
86,48,32,40,1.43333
86,48,32,44,1.30303
86,48,32,48,1.19444
86,48,32,56,1.02381
86,48,32,64,0.89583
86,48,32,72,0.79630
86,48,32,84,0.68254
86,48,32,86,0.66667
86,48,32,96,0.59722
86,48,32,100,0.57333
86,48,40,24,2.98611
86,48,40,28,2.55952
86,48,40,32,2.23958
86,48,40,40,1.79167
86,48,40,44,1.62879
86,48,40,48,1.49306
86,48,40,56,1.27976
86,48,40,64,1.11979
86,48,40,72,0.99537
86,48,40,84,0.85317
86,48,40,86,0.83333
86,48,40,96,0.74653
86,48,40,100,0.71667
86,48,44,24,3.28472
86,48,44,28,2.81548
86,48,44,32,2.46354
86,48,44,40,1.97083
86,48,44,44,1.79167
86,48,44,48,1.64236
86,48,44,56,1.40774
86,48,44,64,1.23177
86,48,44,72,1.09491
86,48,44,84,0.93849
86,48,44,86,0.91667
86,48,44,96,0.82118
86,48,44,100,0.78833
86,48,48,24,3.58333
86,48,48,28,3.07143
86,48,48,32,2.68750
86,48,48,40,2.15000
86,48,48,44,1.95455
86,48,48,48,1.79167
86,48,48,56,1.53571
86,48,48,64,1.34375
86,48,48,72,1.19444
86,48,48,84,1.02381
86,48,48,86,1.00000
86,48,48,96,0.89583
86,48,48,100,0.86000
86,48,56,24,4.18056
86,48,56,28,3.58333
86,48,56,32,3.13542
86,48,56,40,2.50833
86,48,56,44,2.28030
86,48,56,48,2.09028
86,48,56,56,1.79167
86,48,56,64,1.56771
86,48,56,72,1.39352
86,48,56,84,1.19444
86,48,56,86,1.16667
86,48,56,96,1.04514
86,48,56,100,1.00333
86,48,64,24,4.77778
86,48,64,28,4.09524
86,48,64,32,3.58333
86,48,64,40,2.86667
86,48,64,44,2.60606
86,48,64,48,2.38889
86,48,64,56,2.04762
86,48,64,64,1.79167
86,48,64,72,1.59259
86,48,64,84,1.36508
86,48,64,86,1.33333
86,48,64,96,1.19444
86,48,64,100,1.14667
86,48,72,24,5.37500
86,48,72,28,4.60714
86,48,72,32,4.03125
86,48,72,40,3.22500
86,48,72,44,2.93182
86,48,72,48,2.68750
86,48,72,56,2.30357
86,48,72,64,2.01563
86,48,72,72,1.79167
86,48,72,84,1.53571
86,48,72,86,1.50000
86,48,72,96,1.34375
86,48,72,100,1.29000
86,48,84,24,6.27083
86,48,84,28,5.37500
86,48,84,32,4.70313
86,48,84,40,3.76250
86,48,84,44,3.42045
86,48,84,48,3.13542
86,48,84,56,2.68750
86,48,84,64,2.35156
86,48,84,72,2.09028
86,48,84,84,1.79167
86,48,84,86,1.75000
86,48,84,96,1.56771
86,48,84,100,1.50500
86,48,86,24,6.42014
86,48,86,28,5.50298
86,48,86,32,4.81510
86,48,86,40,3.85208
86,48,86,44,3.50189
86,48,86,48,3.21007
86,48,86,56,2.75149
86,48,86,64,2.40755
86,48,86,72,2.14005
86,48,86,84,1.83433
86,48,86,86,1.79167
86,48,86,96,1.60503
86,48,86,100,1.54083
86,48,96,24,7.16667
86,48,96,28,6.14286
86,48,96,32,5.37500
86,48,96,40,4.30000
86,48,96,44,3.90909
